Gene	ID	Description
GAB2	00103	cell_surface_receptor_mediated_signal_transduction
AGAP10	00103	cell_surface_receptor_mediated_signal_transduction
ACAP2	00103	cell_surface_receptor_mediated_signal_transduction
TNFRSF10D	00103	cell_surface_receptor_mediated_signal_transduction
GPR132	00103	cell_surface_receptor_mediated_signal_transduction
IL28RA	00103	cell_surface_receptor_mediated_signal_transduction
RGS13	00103	cell_surface_receptor_mediated_signal_transduction
GDF5	00103	cell_surface_receptor_mediated_signal_transduction
FASTK	00103	cell_surface_receptor_mediated_signal_transduction
HTR2C	00103	cell_surface_receptor_mediated_signal_transduction
LRRC3B	00103	cell_surface_receptor_mediated_signal_transduction
FOXN4	00103	cell_surface_receptor_mediated_signal_transduction
SLC26A6	00103	cell_surface_receptor_mediated_signal_transduction
RLN1	00103	cell_surface_receptor_mediated_signal_transduction
SLA	00103	cell_surface_receptor_mediated_signal_transduction
OR10Z1	00103	cell_surface_receptor_mediated_signal_transduction
BAI2	00103	cell_surface_receptor_mediated_signal_transduction
RCVRN	00103	cell_surface_receptor_mediated_signal_transduction
LPAR6	00103	cell_surface_receptor_mediated_signal_transduction
LAG3	00103	cell_surface_receptor_mediated_signal_transduction
SIRPG	00103	cell_surface_receptor_mediated_signal_transduction
CCR7	00103	cell_surface_receptor_mediated_signal_transduction
DTX1	00103	cell_surface_receptor_mediated_signal_transduction
OR1L4	00103	cell_surface_receptor_mediated_signal_transduction
GRK5	00103	cell_surface_receptor_mediated_signal_transduction
OPN4	00103	cell_surface_receptor_mediated_signal_transduction
IL17B	00103	cell_surface_receptor_mediated_signal_transduction
GPR82	00103	cell_surface_receptor_mediated_signal_transduction
CRLF2	00103	cell_surface_receptor_mediated_signal_transduction
NMUR1	00103	cell_surface_receptor_mediated_signal_transduction
NTSR2	00103	cell_surface_receptor_mediated_signal_transduction
DTX3	00103	cell_surface_receptor_mediated_signal_transduction
MERTK	00103	cell_surface_receptor_mediated_signal_transduction
GNAT3	00103	cell_surface_receptor_mediated_signal_transduction
IFNG	00103	cell_surface_receptor_mediated_signal_transduction
TAAR1	00103	cell_surface_receptor_mediated_signal_transduction
OPN5	00103	cell_surface_receptor_mediated_signal_transduction
IL1F7	00103	cell_surface_receptor_mediated_signal_transduction
OR13H1	00103	cell_surface_receptor_mediated_signal_transduction
RHOG	00103	cell_surface_receptor_mediated_signal_transduction
OR6N2	00103	cell_surface_receptor_mediated_signal_transduction
NPIPL1	00103	cell_surface_receptor_mediated_signal_transduction
RHOA	00103	cell_surface_receptor_mediated_signal_transduction
OPRL1	00103	cell_surface_receptor_mediated_signal_transduction
EPHB3	00103	cell_surface_receptor_mediated_signal_transduction
SNTG1	00103	cell_surface_receptor_mediated_signal_transduction
SHC3	00103	cell_surface_receptor_mediated_signal_transduction
ARRB1	00103	cell_surface_receptor_mediated_signal_transduction
FGF4	00103	cell_surface_receptor_mediated_signal_transduction
FGF5	00103	cell_surface_receptor_mediated_signal_transduction
FOXN2	00103	cell_surface_receptor_mediated_signal_transduction
ADRA2A	00103	cell_surface_receptor_mediated_signal_transduction
GNB4	00103	cell_surface_receptor_mediated_signal_transduction
MC5R	00103	cell_surface_receptor_mediated_signal_transduction
ANXA1	00103	cell_surface_receptor_mediated_signal_transduction
SH2B3	00103	cell_surface_receptor_mediated_signal_transduction
TNFRSF19	00103	cell_surface_receptor_mediated_signal_transduction
OR11H6	00103	cell_surface_receptor_mediated_signal_transduction
IRAK2	00103	cell_surface_receptor_mediated_signal_transduction
GPR20	00103	cell_surface_receptor_mediated_signal_transduction
ADRA2C	00103	cell_surface_receptor_mediated_signal_transduction
FOXM1	00103	cell_surface_receptor_mediated_signal_transduction
CBLB	00103	cell_surface_receptor_mediated_signal_transduction
GEM	00103	cell_surface_receptor_mediated_signal_transduction
RAMP3	00103	cell_surface_receptor_mediated_signal_transduction
FOXA1	00103	cell_surface_receptor_mediated_signal_transduction
EPHA1	00103	cell_surface_receptor_mediated_signal_transduction
PTPRT	00103	cell_surface_receptor_mediated_signal_transduction
PYY3	00103	cell_surface_receptor_mediated_signal_transduction
FOXP1	00103	cell_surface_receptor_mediated_signal_transduction
PGF	00103	cell_surface_receptor_mediated_signal_transduction
TGFB3	00103	cell_surface_receptor_mediated_signal_transduction
TRHR	00103	cell_surface_receptor_mediated_signal_transduction
GHR	00103	cell_surface_receptor_mediated_signal_transduction
GPR68	00103	cell_surface_receptor_mediated_signal_transduction
AXL	00103	cell_surface_receptor_mediated_signal_transduction
RHOT2	00103	cell_surface_receptor_mediated_signal_transduction
ARAP3	00103	cell_surface_receptor_mediated_signal_transduction
TNFSF11	00103	cell_surface_receptor_mediated_signal_transduction
RGL4	00103	cell_surface_receptor_mediated_signal_transduction
CCR8	00103	cell_surface_receptor_mediated_signal_transduction
KIR3DL3	00103	cell_surface_receptor_mediated_signal_transduction
LRIG2	00103	cell_surface_receptor_mediated_signal_transduction
OR5D14	00103	cell_surface_receptor_mediated_signal_transduction
GPR56	00103	cell_surface_receptor_mediated_signal_transduction
IL6	00103	cell_surface_receptor_mediated_signal_transduction
PTPRJ	00103	cell_surface_receptor_mediated_signal_transduction
RASL12	00103	cell_surface_receptor_mediated_signal_transduction
GHSR	00103	cell_surface_receptor_mediated_signal_transduction
SOCS7	00103	cell_surface_receptor_mediated_signal_transduction
INHBA	00103	cell_surface_receptor_mediated_signal_transduction
OR2AG1	00103	cell_surface_receptor_mediated_signal_transduction
HTR3D	00103	cell_surface_receptor_mediated_signal_transduction
P2RY2	00103	cell_surface_receptor_mediated_signal_transduction
SPSB1	00103	cell_surface_receptor_mediated_signal_transduction
PTGER2	00104	g-protein_mediated_signaling
MCHR2	00104	g-protein_mediated_signaling
GPR3	00104	g-protein_mediated_signaling
WNT1	00104	g-protein_mediated_signaling
LOC730413	00104	g-protein_mediated_signaling
GIPR	00104	g-protein_mediated_signaling
PKD1L1	00104	g-protein_mediated_signaling
HTR1A	00104	g-protein_mediated_signaling
OR5M10	00104	g-protein_mediated_signaling
PTGER3	00104	g-protein_mediated_signaling
INPP1	00104	g-protein_mediated_signaling
CHRM5	00104	g-protein_mediated_signaling
RXFP4	00104	g-protein_mediated_signaling
GALR3	00104	g-protein_mediated_signaling
OR13F1	00104	g-protein_mediated_signaling
ASAP3	00104	g-protein_mediated_signaling
PPAP2C	00104	g-protein_mediated_signaling
RHOB	00104	g-protein_mediated_signaling
XPR1	00104	g-protein_mediated_signaling
AGAP3	00104	g-protein_mediated_signaling
OR11H2	00104	g-protein_mediated_signaling
OR11H12	00104	g-protein_mediated_signaling
OR10X1	00104	g-protein_mediated_signaling
CAV2	00104	g-protein_mediated_signaling
OR13G1	00104	g-protein_mediated_signaling
CD97	00104	g-protein_mediated_signaling
GABBR2	00104	g-protein_mediated_signaling
RRAD	00104	g-protein_mediated_signaling
OR10A4	00104	g-protein_mediated_signaling
TAC1	00104	g-protein_mediated_signaling
LRRC26	00104	g-protein_mediated_signaling
OR2A14	00104	g-protein_mediated_signaling
GRM6	00104	g-protein_mediated_signaling
ADRBK2	00104	g-protein_mediated_signaling
PDYN	00104	g-protein_mediated_signaling
CDC42P2	00104	g-protein_mediated_signaling
CDC42	00104	g-protein_mediated_signaling
GALR2	00104	g-protein_mediated_signaling
OR2L8	00104	g-protein_mediated_signaling
CXCR4	00104	g-protein_mediated_signaling
PTGER4	00104	g-protein_mediated_signaling
RGS18	00104	g-protein_mediated_signaling
OR5A1	00104	g-protein_mediated_signaling
LPHN3	00104	g-protein_mediated_signaling
GRK6	00104	g-protein_mediated_signaling
LRTM1	00104	g-protein_mediated_signaling
GPR64	00104	g-protein_mediated_signaling
CCKAR	00104	g-protein_mediated_signaling
CAV1	00104	g-protein_mediated_signaling
OR12D2	00104	g-protein_mediated_signaling
RHOV	00104	g-protein_mediated_signaling
AGAP5	00104	g-protein_mediated_signaling
GPR1	00104	g-protein_mediated_signaling
CHRM1	00104	g-protein_mediated_signaling
GPR15	00104	g-protein_mediated_signaling
LOC643751	00104	g-protein_mediated_signaling
CHRM2	00104	g-protein_mediated_signaling
DNAJC25-GNG10	00104	g-protein_mediated_signaling
OR10G3	00104	g-protein_mediated_signaling
OR10A5	00104	g-protein_mediated_signaling
PTH1R	00104	g-protein_mediated_signaling
OR1A2	00104	g-protein_mediated_signaling
P2RY12	00104	g-protein_mediated_signaling
OR9G4	00104	g-protein_mediated_signaling
PIP5K1A	00104	g-protein_mediated_signaling
LPAR6	00104	g-protein_mediated_signaling
HTR1B	00104	g-protein_mediated_signaling
OR5AK2	00104	g-protein_mediated_signaling
GPR174	00104	g-protein_mediated_signaling
ARHGEF7	00104	g-protein_mediated_signaling
ADRA1B	00104	g-protein_mediated_signaling
LPHN2	00104	g-protein_mediated_signaling
RGS8	00104	g-protein_mediated_signaling
GRK5	00104	g-protein_mediated_signaling
OR5AP2	00104	g-protein_mediated_signaling
CTGLF9P	00104	g-protein_mediated_signaling
OR13C4	00104	g-protein_mediated_signaling
NMUR1	00104	g-protein_mediated_signaling
GNG3	00104	g-protein_mediated_signaling
GH1	00104	g-protein_mediated_signaling
OR5B2	00104	g-protein_mediated_signaling
TAS1R3	00104	g-protein_mediated_signaling
OR6N2	00104	g-protein_mediated_signaling
MC2R	00104	g-protein_mediated_signaling
OR10V1	00104	g-protein_mediated_signaling
FPR1	00104	g-protein_mediated_signaling
OPRL1	00104	g-protein_mediated_signaling
GPR120	00104	g-protein_mediated_signaling
OR5AS1	00104	g-protein_mediated_signaling
OR10G7	00104	g-protein_mediated_signaling
GNB4	00104	g-protein_mediated_signaling
F2RL1	00104	g-protein_mediated_signaling
OR6T1	00104	g-protein_mediated_signaling
KALRN	00104	g-protein_mediated_signaling
AGAP7	00104	g-protein_mediated_signaling
P2RY10	00104	g-protein_mediated_signaling
OR8S1	00104	g-protein_mediated_signaling
GPR27	00104	g-protein_mediated_signaling
GPR68	00104	g-protein_mediated_signaling
ARHGEF4	00104	g-protein_mediated_signaling
RGL2	00104	g-protein_mediated_signaling
ARFRP1	00104	g-protein_mediated_signaling
TBL3	00104	g-protein_mediated_signaling
CCBP2	00104	g-protein_mediated_signaling
LPAR3	00104	g-protein_mediated_signaling
CXCL3	00107	cytokine_and_chemokine_mediated_signaling_pathway
CSF3	00107	cytokine_and_chemokine_mediated_signaling_pathway
TLR8	00107	cytokine_and_chemokine_mediated_signaling_pathway
IFNAR1	00107	cytokine_and_chemokine_mediated_signaling_pathway
IL1F8	00107	cytokine_and_chemokine_mediated_signaling_pathway
SIRPB1	00107	cytokine_and_chemokine_mediated_signaling_pathway
IFNGR2	00107	cytokine_and_chemokine_mediated_signaling_pathway
IL5RA	00107	cytokine_and_chemokine_mediated_signaling_pathway
IFNB1	00107	cytokine_and_chemokine_mediated_signaling_pathway
CD180	00107	cytokine_and_chemokine_mediated_signaling_pathway
BMPR2	00107	cytokine_and_chemokine_mediated_signaling_pathway
IL17B	00107	cytokine_and_chemokine_mediated_signaling_pathway
TLR3	00107	cytokine_and_chemokine_mediated_signaling_pathway
IL1F7	00107	cytokine_and_chemokine_mediated_signaling_pathway
IL1F5	00107	cytokine_and_chemokine_mediated_signaling_pathway
PTPN2	00107	cytokine_and_chemokine_mediated_signaling_pathway
IL19	00107	cytokine_and_chemokine_mediated_signaling_pathway
IRS2	00107	cytokine_and_chemokine_mediated_signaling_pathway
SOCS4	00107	cytokine_and_chemokine_mediated_signaling_pathway
CCL22	00107	cytokine_and_chemokine_mediated_signaling_pathway
PPBPL1	00107	cytokine_and_chemokine_mediated_signaling_pathway
CTGF	00108	receptor_protein_tyrosine_kinase_signaling_pathway
CBL	00108	receptor_protein_tyrosine_kinase_signaling_pathway
PLXNB2	00108	receptor_protein_tyrosine_kinase_signaling_pathway
IRS4	00108	receptor_protein_tyrosine_kinase_signaling_pathway
VEGFB	00108	receptor_protein_tyrosine_kinase_signaling_pathway
ACP1	00108	receptor_protein_tyrosine_kinase_signaling_pathway
EFNA4	00108	receptor_protein_tyrosine_kinase_signaling_pathway
CD79B	00108	receptor_protein_tyrosine_kinase_signaling_pathway
SPRY4	00108	receptor_protein_tyrosine_kinase_signaling_pathway
SPRY1	00108	receptor_protein_tyrosine_kinase_signaling_pathway
ANGPT4	00108	receptor_protein_tyrosine_kinase_signaling_pathway
FGFR4	00108	receptor_protein_tyrosine_kinase_signaling_pathway
PIK3CA	00108	receptor_protein_tyrosine_kinase_signaling_pathway
GRAPL	00108	receptor_protein_tyrosine_kinase_signaling_pathway
FGF20	00108	receptor_protein_tyrosine_kinase_signaling_pathway
SLA	00108	receptor_protein_tyrosine_kinase_signaling_pathway
INPPL1	00108	receptor_protein_tyrosine_kinase_signaling_pathway
SEMA4G	00108	receptor_protein_tyrosine_kinase_signaling_pathway
FLT4	00108	receptor_protein_tyrosine_kinase_signaling_pathway
KITLG	00108	receptor_protein_tyrosine_kinase_signaling_pathway
GDNF	00108	receptor_protein_tyrosine_kinase_signaling_pathway
EFNB2	00108	receptor_protein_tyrosine_kinase_signaling_pathway
PDGFRA	00108	receptor_protein_tyrosine_kinase_signaling_pathway
TPR	00108	receptor_protein_tyrosine_kinase_signaling_pathway
RALGDS	00108	receptor_protein_tyrosine_kinase_signaling_pathway
FLT1	00108	receptor_protein_tyrosine_kinase_signaling_pathway
FGF12	00108	receptor_protein_tyrosine_kinase_signaling_pathway
ACVR2B	00109	receptor_protein_serinethreonine_kinase_signaling_pathway
LOC344382	00109	receptor_protein_serinethreonine_kinase_signaling_pathway
SMAD4	00109	receptor_protein_serinethreonine_kinase_signaling_pathway
SMAD5	00109	receptor_protein_serinethreonine_kinase_signaling_pathway
STAP1	00110	other_receptor_mediated_signaling_pathway
PKD1L1	00110	other_receptor_mediated_signaling_pathway
LRRTM2	00110	other_receptor_mediated_signaling_pathway
GDF3	00110	other_receptor_mediated_signaling_pathway
LRRC33	00110	other_receptor_mediated_signaling_pathway
SIGLEC12	00110	other_receptor_mediated_signaling_pathway
SLITRK1	00110	other_receptor_mediated_signaling_pathway
FOXB1	00110	other_receptor_mediated_signaling_pathway
FOXD1	00110	other_receptor_mediated_signaling_pathway
GNG13	00110	other_receptor_mediated_signaling_pathway
FOXD4	00110	other_receptor_mediated_signaling_pathway
APLN	00110	other_receptor_mediated_signaling_pathway
FOXR2	00110	other_receptor_mediated_signaling_pathway
FOXJ2	00110	other_receptor_mediated_signaling_pathway
FOXA2	00110	other_receptor_mediated_signaling_pathway
LEFTY1	00110	other_receptor_mediated_signaling_pathway
MFNG	00110	other_receptor_mediated_signaling_pathway
SEMA3G	00110	other_receptor_mediated_signaling_pathway
LEFTY2	00110	other_receptor_mediated_signaling_pathway
RTN4R	00110	other_receptor_mediated_signaling_pathway
LRRN1	00110	other_receptor_mediated_signaling_pathway
SLITRK5	00110	other_receptor_mediated_signaling_pathway
FOXH1	00110	other_receptor_mediated_signaling_pathway
NPFF	00110	other_receptor_mediated_signaling_pathway
GDF2	00110	other_receptor_mediated_signaling_pathway
DVL3	00110	other_receptor_mediated_signaling_pathway
LRRC17	00110	other_receptor_mediated_signaling_pathway
FOXP3	00110	other_receptor_mediated_signaling_pathway
VASN	00110	other_receptor_mediated_signaling_pathway
FOXG1	00110	other_receptor_mediated_signaling_pathway
AMIGO2	00110	other_receptor_mediated_signaling_pathway
AMIGO3	00110	other_receptor_mediated_signaling_pathway
FOXD4L3	00110	other_receptor_mediated_signaling_pathway
FOXK1	00110	other_receptor_mediated_signaling_pathway
RELB	00111	intracellular_signaling_cascade
PPM1N	00111	intracellular_signaling_cascade
DEPDC5	00111	intracellular_signaling_cascade
WNK1	00111	intracellular_signaling_cascade
RNF14	00111	intracellular_signaling_cascade
RPS6KA5	00111	intracellular_signaling_cascade
ETV6	00111	intracellular_signaling_cascade
STK38L	00111	intracellular_signaling_cascade
IL13	00111	intracellular_signaling_cascade
PRKCG	00111	intracellular_signaling_cascade
CSNK1G1	00111	intracellular_signaling_cascade
CCDC88B	00111	intracellular_signaling_cascade
SSH2	00111	intracellular_signaling_cascade
SGPP2	00111	intracellular_signaling_cascade
ARHGAP31	00111	intracellular_signaling_cascade
SMAD2	00111	intracellular_signaling_cascade
RIPK2	00111	intracellular_signaling_cascade
PSTPIP1	00111	intracellular_signaling_cascade
TRAF6	00111	intracellular_signaling_cascade
ODZ2	00111	intracellular_signaling_cascade
ATG7	00111	intracellular_signaling_cascade
CSF3	00111	intracellular_signaling_cascade
STAC3	00111	intracellular_signaling_cascade
LOC100131426	00111	intracellular_signaling_cascade
RAB2A	00111	intracellular_signaling_cascade
LOC644172	00111	intracellular_signaling_cascade
SNTB1	00111	intracellular_signaling_cascade
LOC100133567	00111	intracellular_signaling_cascade
SHC2	00111	intracellular_signaling_cascade
DGKD	00111	intracellular_signaling_cascade
PPEF2	00111	intracellular_signaling_cascade
ARHGDIB	00111	intracellular_signaling_cascade
CARTPT	00111	intracellular_signaling_cascade
SPPL2A	00111	intracellular_signaling_cascade
DYNC1LI1	00111	intracellular_signaling_cascade
GDI2	00111	intracellular_signaling_cascade
DUSP16	00111	intracellular_signaling_cascade
IFNA6	00111	intracellular_signaling_cascade
PLK3	00111	intracellular_signaling_cascade
SMAD7	00111	intracellular_signaling_cascade
CNR1	00111	intracellular_signaling_cascade
PRKAG2	00111	intracellular_signaling_cascade
DCDC2B	00111	intracellular_signaling_cascade
CACNA2D4	00111	intracellular_signaling_cascade
PIK3R2	00111	intracellular_signaling_cascade
IFNA2	00111	intracellular_signaling_cascade
PTK2B	00111	intracellular_signaling_cascade
PPEF1	00111	intracellular_signaling_cascade
WNK4	00111	intracellular_signaling_cascade
SPHKAP	00111	intracellular_signaling_cascade
NRAS	00111	intracellular_signaling_cascade
CNR2	00111	intracellular_signaling_cascade
RAB7A	00111	intracellular_signaling_cascade
TOB2	00111	intracellular_signaling_cascade
PRKY	00111	intracellular_signaling_cascade
DMD	00111	intracellular_signaling_cascade
TNK1	00111	intracellular_signaling_cascade
EBI3	00111	intracellular_signaling_cascade
GAB2	00111	intracellular_signaling_cascade
FRK	00111	intracellular_signaling_cascade
RAB7L1	00111	intracellular_signaling_cascade
EHF	00111	intracellular_signaling_cascade
SNX13	00111	intracellular_signaling_cascade
PRKACG	00111	intracellular_signaling_cascade
TNK2	00111	intracellular_signaling_cascade
DYNC1LI2	00111	intracellular_signaling_cascade
FCHO1	00111	intracellular_signaling_cascade
IHH	00111	intracellular_signaling_cascade
SRGAP2P1	00111	intracellular_signaling_cascade
RABL4	00111	intracellular_signaling_cascade
PIK3R1	00111	intracellular_signaling_cascade
CAMKV	00111	intracellular_signaling_cascade
RAB3C	00111	intracellular_signaling_cascade
VAV1	00111	intracellular_signaling_cascade
DAB2	00111	intracellular_signaling_cascade
ADRB1	00111	intracellular_signaling_cascade
KSR2	00111	intracellular_signaling_cascade
CARD9	00111	intracellular_signaling_cascade
SH2B2	00111	intracellular_signaling_cascade
PIK3R3	00111	intracellular_signaling_cascade
ZFP36	00111	intracellular_signaling_cascade
PRPF4B	00111	intracellular_signaling_cascade
LOC646836	00111	intracellular_signaling_cascade
IFNG	00111	intracellular_signaling_cascade
CIB1	00111	intracellular_signaling_cascade
PPP2R5E	00111	intracellular_signaling_cascade
DGKG	00111	intracellular_signaling_cascade
RAPGEF1	00111	intracellular_signaling_cascade
MAK	00111	intracellular_signaling_cascade
RHEB	00111	intracellular_signaling_cascade
SGPP1	00111	intracellular_signaling_cascade
SNTG1	00111	intracellular_signaling_cascade
RABL2B	00111	intracellular_signaling_cascade
EPS8L1	00111	intracellular_signaling_cascade
RAPGEF6	00111	intracellular_signaling_cascade
CSF2	00111	intracellular_signaling_cascade
TNFRSF19	00111	intracellular_signaling_cascade
IL2RA	00111	intracellular_signaling_cascade
PSKH2	00111	intracellular_signaling_cascade
CALML3	00111	intracellular_signaling_cascade
MAPK8IP1	00111	intracellular_signaling_cascade
CREB5	00111	intracellular_signaling_cascade
IL17C	00111	intracellular_signaling_cascade
RAB18	00111	intracellular_signaling_cascade
PI4KAP2	00111	intracellular_signaling_cascade
PICK1	00111	intracellular_signaling_cascade
PACSIN1	00111	intracellular_signaling_cascade
IFNGR1	00111	intracellular_signaling_cascade
RALGDS	00111	intracellular_signaling_cascade
PLK2	00111	intracellular_signaling_cascade
BLNK	00111	intracellular_signaling_cascade
TOM1L1	00111	intracellular_signaling_cascade
CLNK	00111	intracellular_signaling_cascade
SOCS7	00111	intracellular_signaling_cascade
CIT	00111	intracellular_signaling_cascade
PRKG1	00111	intracellular_signaling_cascade
PPM1D	00111	intracellular_signaling_cascade
PDGFA	00112	calcium_mediated_signaling
TRPC4	00112	calcium_mediated_signaling
CETN2	00112	calcium_mediated_signaling
CALML5	00112	calcium_mediated_signaling
CARHSP1	00112	calcium_mediated_signaling
RCN3	00112	calcium_mediated_signaling
CETN3	00112	calcium_mediated_signaling
CABP1	00112	calcium_mediated_signaling
PSKH2	00112	calcium_mediated_signaling
CAMTA1	00112	calcium_mediated_signaling
PRKCB	00112	calcium_mediated_signaling
FGF7P2	00114	mapkkk_cascade
NUMBL	00114	mapkkk_cascade
MAPK9	00114	mapkkk_cascade
MAP3K9	00114	mapkkk_cascade
DUSP21	00114	mapkkk_cascade
IL3	00114	mapkkk_cascade
MAPK4	00114	mapkkk_cascade
IFNA13	00114	mapkkk_cascade
SPRY4	00114	mapkkk_cascade
IFNA7	00114	mapkkk_cascade
KSR1	00114	mapkkk_cascade
KIAA1804	00114	mapkkk_cascade
RAGE	00114	mapkkk_cascade
RPS6KB2	00114	mapkkk_cascade
RPS6KA3	00114	mapkkk_cascade
RPS6KB1	00114	mapkkk_cascade
DAPP1	00114	mapkkk_cascade
GADD45G	00114	mapkkk_cascade
IFNG	00114	mapkkk_cascade
MAPK1	00114	mapkkk_cascade
MAPK13	00114	mapkkk_cascade
IL17C	00114	mapkkk_cascade
BTG2	00114	mapkkk_cascade
IRS2	00114	mapkkk_cascade
PGF	00114	mapkkk_cascade
IFNGR1	00114	mapkkk_cascade
IFNA6	00115	nf-kappab_cascade
IFNA14	00115	nf-kappab_cascade
IFNA16	00115	nf-kappab_cascade
NFKBIA	00115	nf-kappab_cascade
TNFRSF1A	00115	nf-kappab_cascade
IFNB1	00115	nf-kappab_cascade
CARD9	00115	nf-kappab_cascade
IL12A	00115	nf-kappab_cascade
TNFRSF14	00115	nf-kappab_cascade
NFKB2	00115	nf-kappab_cascade
SH3BP5	00116	jnk_cascade
MAPK8IP2	00116	jnk_cascade
LOC644172	00116	jnk_cascade
VAV3	00116	jnk_cascade
ZAK	00116	jnk_cascade
MBIP	00116	jnk_cascade
JUND	00116	jnk_cascade
TNFRSF14	00116	jnk_cascade
IL6	00116	jnk_cascade
STAT5A	00117	jak-stat_cascade
IFNA5	00117	jak-stat_cascade
IL6R	00117	jak-stat_cascade
SOCS2	00117	jak-stat_cascade
JAK1	00117	jak-stat_cascade
IL12RB2	00117	jak-stat_cascade
STAT5B	00117	jak-stat_cascade
RASD2	00118	no_mediated_signal_transduction
NOS2	00118	no_mediated_signal_transduction
STAP1	00119	other_intracellular_signaling_cascade
APC2	00119	other_intracellular_signaling_cascade
CDC42BPB	00119	other_intracellular_signaling_cascade
ODZ2	00119	other_intracellular_signaling_cascade
CCDC88A	00119	other_intracellular_signaling_cascade
SNTB1	00119	other_intracellular_signaling_cascade
SMAD1	00119	other_intracellular_signaling_cascade
DVL1	00119	other_intracellular_signaling_cascade
WNK4	00119	other_intracellular_signaling_cascade
TXN	00119	other_intracellular_signaling_cascade
STAC2	00119	other_intracellular_signaling_cascade
WNK3	00119	other_intracellular_signaling_cascade
SPPL3	00119	other_intracellular_signaling_cascade
MAGIX	00119	other_intracellular_signaling_cascade
FCHO1	00119	other_intracellular_signaling_cascade
IHH	00119	other_intracellular_signaling_cascade
PPP2R5B	00119	other_intracellular_signaling_cascade
DUSP3	00119	other_intracellular_signaling_cascade
SNX25	00119	other_intracellular_signaling_cascade
GIPC3	00119	other_intracellular_signaling_cascade
SPPL2B	00119	other_intracellular_signaling_cascade
DOCK4	00119	other_intracellular_signaling_cascade
LRRC15	00120	cell_adhesion-mediated_signaling
GYPC	00120	cell_adhesion-mediated_signaling
TSPAN6	00120	cell_adhesion-mediated_signaling
ODZ3	00120	cell_adhesion-mediated_signaling
ADAM28	00120	cell_adhesion-mediated_signaling
MAG	00120	cell_adhesion-mediated_signaling
CD200	00120	cell_adhesion-mediated_signaling
NRXN2	00120	cell_adhesion-mediated_signaling
CEACAM16	00120	cell_adhesion-mediated_signaling
MFGE8	00120	cell_adhesion-mediated_signaling
ADAM33	00120	cell_adhesion-mediated_signaling
CDH4	00120	cell_adhesion-mediated_signaling
SELE	00120	cell_adhesion-mediated_signaling
CLEC10A	00120	cell_adhesion-mediated_signaling
PCDHGB3	00120	cell_adhesion-mediated_signaling
PCDHB13	00120	cell_adhesion-mediated_signaling
CDH8	00120	cell_adhesion-mediated_signaling
FCER2	00120	cell_adhesion-mediated_signaling
ADAMDEC1	00120	cell_adhesion-mediated_signaling
AMICA1	00120	cell_adhesion-mediated_signaling
CDHR2	00120	cell_adhesion-mediated_signaling
LAMB4	00120	cell_adhesion-mediated_signaling
LEPREL2	00120	cell_adhesion-mediated_signaling
NFASC	00120	cell_adhesion-mediated_signaling
CD207	00120	cell_adhesion-mediated_signaling
ADAM30	00120	cell_adhesion-mediated_signaling
CEACAM7	00120	cell_adhesion-mediated_signaling
TSPAN14	00120	cell_adhesion-mediated_signaling
PCDHAC1	00120	cell_adhesion-mediated_signaling
PCDHA13	00120	cell_adhesion-mediated_signaling
LOC442113	00120	cell_adhesion-mediated_signaling
LOC344593	00120	cell_adhesion-mediated_signaling
PCDHGA3	00120	cell_adhesion-mediated_signaling
CLSTN2	00120	cell_adhesion-mediated_signaling
TIGIT	00120	cell_adhesion-mediated_signaling
TSPAN11	00120	cell_adhesion-mediated_signaling
LOC100133829	00120	cell_adhesion-mediated_signaling
ASPN	00120	cell_adhesion-mediated_signaling
LOC283804	00120	cell_adhesion-mediated_signaling
CNTNAP3B	00120	cell_adhesion-mediated_signaling
ADAMTS3	00120	cell_adhesion-mediated_signaling
FCN2	00120	cell_adhesion-mediated_signaling
CD93	00120	cell_adhesion-mediated_signaling
KITLG	00120	cell_adhesion-mediated_signaling
PCDHGB4	00120	cell_adhesion-mediated_signaling
PCDHGB2	00120	cell_adhesion-mediated_signaling
PTPRT	00120	cell_adhesion-mediated_signaling
PCDH19	00120	cell_adhesion-mediated_signaling
CD2	00120	cell_adhesion-mediated_signaling
MEGF10	00120	cell_adhesion-mediated_signaling
CDH20	00120	cell_adhesion-mediated_signaling
FAT4	00120	cell_adhesion-mediated_signaling
VNN2	00120	cell_adhesion-mediated_signaling
LAMA4	00120	cell_adhesion-mediated_signaling
NCOA1	00121	steroid_hormone-mediated_signaling
RBM4	00121	steroid_hormone-mediated_signaling
NCOA2	00121	steroid_hormone-mediated_signaling
CRABP1	00121	steroid_hormone-mediated_signaling
FABP7	00121	steroid_hormone-mediated_signaling
OXT	00121	steroid_hormone-mediated_signaling
FABP12	00121	steroid_hormone-mediated_signaling
SLIT2	00122	ligand-mediated_signaling
EDIL3	00122	ligand-mediated_signaling
ADORA1	00122	ligand-mediated_signaling
ZFP91-CNTF	00122	ligand-mediated_signaling
IL4	00122	ligand-mediated_signaling
PGPEP1L	00122	ligand-mediated_signaling
TNFSF14	00122	ligand-mediated_signaling
NGF	00122	ligand-mediated_signaling
CCL4L1	00122	ligand-mediated_signaling
FRZB	00122	ligand-mediated_signaling
IL6ST	00122	ligand-mediated_signaling
GLRA3	00122	ligand-mediated_signaling
LECT2	00122	ligand-mediated_signaling
CRB2	00122	ligand-mediated_signaling
GABRA2	00122	ligand-mediated_signaling
KIR2DS5	00122	ligand-mediated_signaling
